,Track Name,Artists,Album Name,Album ID,Track ID,Popularity,Release Date,Duration (ms),Explicit,External URLs,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
51,&burn (with Vince Staples),"Billie Eilish, Vince Staples",&burn (with Vince Staples),6eQpKhYCtvD0TwXQVHsgC2,7uX3gufAoBVqKVoD3dBLLD,59,2017-12-15,179016,False,https://open.spotify.com/track/7uX3gufAoBVqKVoD3dBLLD,0.776,0.379,9,-9.351,0,0.331,0.213,0.00175,0.0969,0.346,82.531
52,MyBoi - TroyBoi Remix,"Billie Eilish, TroyBoi",MyBoi (TroyBoi Remix),5m9lO9SriYMPpXTrVIU8P5,1T3E8z6VMXSsACrBSQHTkN,56,2018-03-09,211304,False,https://open.spotify.com/track/1T3E8z6VMXSsACrBSQHTkN,0.879,0.58,2,-4.797,1,0.0883,0.00626,0.0433,0.0653,0.312,92.004
53,party favor,Billie Eilish,dont smile at me,7fRrTyKvE4Skh93v97gtcU,3WxmlTZ85sCYFnuIXmUAEe,68,2017-12-22,204770,False,https://open.spotify.com/track/3WxmlTZ85sCYFnuIXmUAEe,0.826,0.188,0,-12.181,1,0.0883,0.882,2.83e-06,0.103,0.205,130.022
54,Ocean Eyes - Astronomyy Remix,"Billie Eilish, Astronomyy",Ocean Eyes (The Remixes),44OSkEmvHwdTFhPBCewIks,6NOq79ynBpBi6BSJMdgReN,60,2017-01-13,296267,False,https://open.spotify.com/track/6NOq79ynBpBi6BSJMdgReN,0.594,0.481,4,-8.525,0,0.0353,0.629,0.0126,0.0939,0.0671,144.941
55,Bellyache - Marian Hill Remix,"Billie Eilish, Marian Hill",Bellyache (Marian Hill Remix),2I9wpUTuzMT8aS6iVpM2EQ,61X077SWMs5aAGQHhf4pd0,58,2017-05-05,220800,False,https://open.spotify.com/track/61X077SWMs5aAGQHhf4pd0,0.832,0.368,4,-8.627,0,0.133,0.2,0.0513,0.353,0.2,100.045
56,Ocean Eyes - Blackbear Remix,"Billie Eilish, blackbear",Ocean Eyes (The Remixes),44OSkEmvHwdTFhPBCewIks,4JuZQeSRYJfLCqBgBIxxrR,66,2017-01-13,195307,False,https://open.spotify.com/track/4JuZQeSRYJfLCqBgBIxxrR,0.661,0.419,4,-9.807,0,0.0404,0.114,1.19e-05,0.0848,0.145,144.98
57,COPYCAT - Sofi Tukker Remix,"Billie Eilish, Sofi Tukker",COPYCAT (Sofi Tukker Remix),5XRJoC2QtsNbAubsCrBBbG,2njUxZ4151DWIrfIK3loFj,56,2018-01-12,198684,False,https://open.spotify.com/track/2njUxZ4151DWIrfIK3loFj,0.682,0.955,4,-5.02,0,0.0591,0.0585,3.18e-05,0.226,0.451,124.999
58,Six Feet Under - Jerry Folk Remix,"Billie Eilish, Jerry Folk",Six Feet Under (The Remixes),7Chuv69qWaXuK5eCmZ8gCi,58nxGpcCfNDiqmFXklOslz,55,2017-02-03,200898,False,https://open.spotify.com/track/58nxGpcCfNDiqmFXklOslz,0.447,0.216,11,-12.815,0,0.0508,0.66,0.011,0.139,0.0396,134.868
59,Ocean Eyes - GOLDHOUSE Remix,"Billie Eilish, GOLDHOUSE",Ocean Eyes (The Remixes),44OSkEmvHwdTFhPBCewIks,1JbuC7uZm0P1PyX7N7gDEM,52,2017-01-13,213600,False,https://open.spotify.com/track/1JbuC7uZm0P1PyX7N7gDEM,0.425,0.954,7,-2.573,1,0.0383,0.0344,0.358,0.187,0.572,199.843
0,Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,3w3y8KPTfNeOKPiqUTakBh,91,2012-12-07,233478,False,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994
1,That's What I Like,Bruno Mars,24K Magic,4PgleR09JVnm3zY1fW3XBA,0KKkJNfGyhkQ5aFogxQAPU,88,2016-11-17,206693,False,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066
2,Just the Way You Are,Bruno Mars,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,7BqBn9nzAq8spo5e7cZ0dJ,85,2010-10-05,220734,False,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021
3,Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,1YgekJJTEueWDaMr7BYqPk,02VBYrHfVwfEWXk5DXyf0T,82,2021-11-11,242096,False,https://open.spotify.com/track/02VBYrHfVwfEWXk5DXyf0T,0.586,0.616,5,-7.964,1,0.0324,0.182,0.0,0.0927,0.719,148.088
4,When I Was Your Man,Bruno Mars,Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,0nJW01T7XtvILxQgC5J7Wh,89,2012-12-07,213827,False,https://open.spotify.com/track/0nJW01T7XtvILxQgC5J7Wh,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795
5,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",Uptown Special,3vLaOYCNCzngDf8QdBg2V1,32OlwWuMpZ6b0aN2RZOeMS,84,2015-01-12,269667,True,https://open.spotify.com/track/32OlwWuMpZ6b0aN2RZOeMS,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988
6,Talking to the Moon,Bruno Mars,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,161DnLWsx1i3u1JT05lzqU,82,2010-10-05,217867,False,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867
7,It Will Rain,Bruno Mars,It Will Rain,4A0vJtV9ok7vmr9ursSKj8,0M3HkE321xpCbCYqVKzr1q,80,2011-09-28,257720,False,https://open.spotify.com/track/0M3HkE321xpCbCYqVKzr1q,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017
8,Treasure,Bruno Mars,Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,55h7vJchibLdUkxdlX3fK7,83,2012-12-07,178560,True,https://open.spotify.com/track/55h7vJchibLdUkxdlX3fK7,0.874,0.692,5,-5.28,0,0.0431,0.0412,7.24e-05,0.324,0.937,116.017
9,24K Magic,Bruno Mars,24K Magic,4PgleR09JVnm3zY1fW3XBA,6b8Be6ljOzmkOmFslEb23P,81,2016-11-17,225983,False,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97
10,The Lazy Song,Bruno Mars,Doo-Wops & Hooligans,6J84szYCnMfzEcvIcfWMFL,386RUes7n1uM1yfzgeUuwp,80,2010-10-05,189109,False,https://open.spotify.com/track/386RUes7n1uM1yfzgeUuwp,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915
11,Nothing on You,"B.o.B, Bruno Mars",May 25th,1aRkJ2n9HsHuyakKVXaMe6,2A5YAFeEwGi7KlGMYRf5dX,78,2010-02-02,107703,True,https://open.spotify.com/track/2A5YAFeEwGi7KlGMYRf5dX,0.553,0.798,10,-5.992,1,0.109,0.578,0.0,0.599,0.378,103.948
12,Wake Up in the Sky,"Gucci Mane, Bruno Mars, Kodak Black",Wake Up in the Sky,7mkyc2BUahNfo0orKzqNGB,0QIjsbm2fh1cJ45XO9eGqq,80,2018-09-14,204665,True,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01
13,Versace on the Floor,Bruno Mars,24K Magic,4PgleR09JVnm3zY1fW3XBA,0kN8xEmgMW9mh7UmDYHlJP,77,2016-11-17,261240,False,https://open.spotify.com/track/0kN8xEmgMW9mh7UmDYHlJP,0.578,0.574,2,-6.209,1,0.0454,0.196,0.0,0.083,0.301,174.152
14,Marry You,Bruno Mars,Doo-Wops & Hooligans,6J84szYCnMfzEcvIcfWMFL,6SKwQghsR8AISlxhcwyA9R,80,2010-10-05,230192,False,https://open.spotify.com/track/6SKwQghsR8AISlxhcwyA9R,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905
15,Smokin Out The Window,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,1YgekJJTEueWDaMr7BYqPk,3xVZYkcuWalGudeKl861wb,77,2021-11-11,197443,False,https://open.spotify.com/track/3xVZYkcuWalGudeKl861wb,0.627,0.618,2,-8.529,1,0.0437,0.0558,0.0,0.351,0.848,82.03
16,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",Finesse (Remix) [feat. Cardi B],3mumK2ar9b4JPhVOZR0V2p,3Vo4wInECJQuz9BIBMOu8i,79,2017-12-20,217289,False,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115
17,Nothin' on You (feat. Bruno Mars),"B.o.B, Bruno Mars",B.o.B Presents: The Adventures of Bobby Ray,7apLPYT8szV1IqTxyVSy5P,59dLtGBS26x7kc0rHbaPrq,78,2010-04-27,268320,False,https://open.spotify.com/track/59dLtGBS26x7kc0rHbaPrq,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993
18,Grenade,Bruno Mars,Doo-Wops & Hooligans,6J84szYCnMfzEcvIcfWMFL,4lLtanYk6tkMvooU0tWzG8,81,2010-10-05,222091,False,https://open.spotify.com/track/4lLtanYk6tkMvooU0tWzG8,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444
19,Billionaire (feat. Bruno Mars),"Travie McCoy, Bruno Mars",Billionaire (feat. Bruno Mars),1PruwGvQDfgh6CTSFWPNtn,2M9ULmQwTaTGmAdXaXpfz5,75,2010-03-09,211160,True,https://open.spotify.com/track/2M9ULmQwTaTGmAdXaXpfz5,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776
20,Please Me,"Cardi B, Bruno Mars",Please Me,5a4sJJ3qjn6hqRsvm0Veso,0PG9fbaaHFHfre2gUVo7AN,76,2019-02-15,200890,True,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992
21,After Last Night (with Thundercat & Bootsy Collins),"Bruno Mars, Anderson .Paak, Silk Sonic, Thundercat, Bootsy Collins",An Evening With Silk Sonic,1YgekJJTEueWDaMr7BYqPk,3jiKUMXqwEodB7gVv1RMZU,74,2021-11-11,249444,False,https://open.spotify.com/track/3jiKUMXqwEodB7gVv1RMZU,0.651,0.703,0,-8.958,0,0.0816,0.0297,0.0,0.0608,0.647,140.051
22,Count on Me,Bruno Mars,Doo-Wops & Hooligans,1uyf3l2d4XYwiEqAb7t7fX,7l1qvxWjxcKpB9PCtBuTbU,75,2010-10-05,197470,False,https://open.spotify.com/track/7l1qvxWjxcKpB9PCtBuTbU,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1
23,"Young, Wild & Free (feat. Bruno Mars)","Snoop Dogg, Wiz Khalifa, Bruno Mars","Young, Wild & Free (feat. Bruno Mars)",11Bkx3E99vf0IlYPND61LJ,5HQVUIKwCEXpe7JIHyY734,77,2011-10-11,207333,True,https://open.spotify.com/track/5HQVUIKwCEXpe7JIHyY734,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078
24,Mirror,"Lil Wayne, Bruno Mars",Tha Carter IV (Complete Edition),0pFydyko4Iw450abXlDPpp,5hUYsaOyMY32yjRXeuQwGj,76,2011-08-29,228093,True,https://open.spotify.com/track/5hUYsaOyMY32yjRXeuQwGj,0.328,0.622,5,-7.291,0,0.0866,0.858,0.0,0.104,0.401,74.267
25,Skate,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,1YgekJJTEueWDaMr7BYqPk,7jvCeWOSnJs2N3spqobWnO,72,2021-11-11,203123,False,https://open.spotify.com/track/7jvCeWOSnJs2N3spqobWnO,0.708,0.598,5,-8.365,1,0.0291,0.037,0.0,0.17,0.698,112.027
26,Chunky,Bruno Mars,24K Magic,4PgleR09JVnm3zY1fW3XBA,0mBKv9DkYfQHjdMcw2jdyI,71,2016-11-17,186973,False,https://open.spotify.com/track/0mBKv9DkYfQHjdMcw2jdyI,0.571,0.539,5,-4.446,0,0.116,0.0208,0.0,0.125,0.727,202.103
27,If I Knew,Bruno Mars,Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,7lXOqE38eCr979gp27O5wr,68,2012-12-07,132640,False,https://open.spotify.com/track/7lXOqE38eCr979gp27O5wr,0.522,0.413,3,-5.86,1,0.0316,0.722,0.0,0.0854,0.49,175.972
28,Love's Train,"Bruno Mars, Anderson .Paak, Silk Sonic",Love's Train,6QKXGIgwWmWBMmIktMOchR,60gTdTwaNtGAzIxKfeGVfJ,69,2022-02-14,307014,False,https://open.spotify.com/track/60gTdTwaNtGAzIxKfeGVfJ,0.711,0.605,6,-9.801,0,0.031,0.0396,2.29e-05,0.104,0.807,140.981
29,Blast Off,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,1YgekJJTEueWDaMr7BYqPk,2kpoReN3MY7I0tSF902n0z,67,2021-11-11,284870,False,https://open.spotify.com/track/2kpoReN3MY7I0tSF902n0z,0.482,0.548,11,-9.946,1,0.0373,0.0363,2.28e-06,0.3,0.346,76.017
30,Too Good to Say Goodbye,Bruno Mars,24K Magic,4PgleR09JVnm3zY1fW3XBA,0B0tYbVp7pDQAqKDhgMeaL,69,2016-11-17,281827,False,https://open.spotify.com/track/0B0tYbVp7pDQAqKDhgMeaL,0.587,0.63,2,-6.054,1,0.0311,0.0389,0.0,0.35,0.433,76.97
31,Young Girls,Bruno Mars,Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,3G5iN5QBqMeXx3uZPy8tgB,67,2012-12-07,228720,False,https://open.spotify.com/track/3G5iN5QBqMeXx3uZPy8tgB,0.561,0.749,6,-4.951,0,0.032,0.461,1.82e-06,0.205,0.501,125.986
32,Leave The Door Open - Live,"Bruno Mars, Anderson .Paak, Silk Sonic",Leave The Door Open (Live),4rRB9bAIwawVcrdLXuq9Qu,1Ffw1qFqCw2IaozOJ5mL2O,63,2021-04-02,260270,False,https://open.spotify.com/track/1Ffw1qFqCw2IaozOJ5mL2O,0.532,0.683,5,-7.449,1,0.0541,0.351,0.0,0.984,0.563,147.837
33,Silk Sonic Intro,"Bruno Mars, Anderson .Paak, Silk Sonic",An Evening With Silk Sonic,4VZ7jhV0wHpoNPCB7Vmiml,4K09vJ27xCOreumtSuU6Ao,61,2021-11-12,63060,False,https://open.spotify.com/track/4K09vJ27xCOreumtSuU6Ao,0.696,0.553,1,-8.702,1,0.0759,0.097,3.91e-06,0.617,0.674,114.993
34,Straight up & Down,Bruno Mars,24K Magic,4PgleR09JVnm3zY1fW3XBA,2mrZYZGmPFV3QOyYPZ1zsn,66,2016-11-17,198187,False,https://open.spotify.com/track/2mrZYZGmPFV3QOyYPZ1zsn,0.552,0.733,3,-6.898,0,0.0933,0.0209,0.0,0.0858,0.643,143.56
35,Gorilla,Bruno Mars,Unorthodox Jukebox,58ufpQsJ1DS5kq4hhzQDiI,2ih2U8ttFzCjnQ5njF3SrR,68,2012-12-07,244493,True,https://open.spotify.com/track/2ih2U8ttFzCjnQ5njF3SrR,0.717,0.544,7,-6.598,1,0.0371,0.445,5.16e-06,0.0973,0.641,139.959
36,BLOW (with Chris Stapleton & Bruno Mars),"Ed Sheeran, Chris Stapleton, Bruno Mars",BLOW (with Chris Stapleton & Bruno Mars),4uoEruXjt0APvHaSqrwqPH,6EbduYTr62sSzvl36wWiFM,64,2019-07-05,209120,False,https://open.spotify.com/track/6EbduYTr62sSzvl36wWiFM,0.631,0.796,1,-5.35,1,0.0401,0.000245,0.0115,0.38,0.596,92.469
37,Lighters,"Bad Meets Evil, Bruno Mars",Hell: The Sequel (Deluxe),5abCMGtyHwpOr9cEbwfP1P,5zpDHEU12zATwLGvozxPw2,68,2011-01-01,303813,True,https://open.spotify.com/track/5zpDHEU12zATwLGvozxPw2,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268
39,Grenade - Acoustic,Bruno Mars,The Grenade Sessions,54DNHFsfCa7nlQFWXMg7y3,7Cj2tT0m2SBeIO1PsGfk8A,60,2011-02-08,249535,False,https://open.spotify.com/track/7Cj2tT0m2SBeIO1PsGfk8A,0.639,0.393,2,-6.314,0,0.0309,0.819,0.0,0.0891,0.363,97.917
40,24K Magic - R3hab Remix,"Bruno Mars, R3HAB",24K Magic (R3hab Remix),1onK6XeDccA2NW6SlzQMNK,1nSzCAvAvzJj5oIt7m90G0,60,2017-05-26,158678,False,https://open.spotify.com/track/1nSzCAvAvzJj5oIt7m90G0,0.763,0.708,5,-5.692,0,0.209,0.146,0.0,0.33,0.566,106.175
0,Desire (with Sam Smith),"Calvin Harris, Sam Smith",Desire (with Sam Smith),3XDtRvXV5DR1xZfvcneG2C,22dUzMFttcR3uU17NcOAIv,87,2023-07-28,179162,False,https://open.spotify.com/track/22dUzMFttcR3uU17NcOAIv,0.587,0.924,11,-5.433,0,0.0457,0.0311,0.0171,0.23,0.509,140.009
1,Miracle (with Ellie Goulding),"Calvin Harris, Ellie Goulding",Miracle (with Ellie Goulding),22UyygZceCIfoE0RhENgKx,5eTaQYBE1yrActixMAeLcZ,87,2023-03-10,186496,False,https://open.spotify.com/track/5eTaQYBE1yrActixMAeLcZ,0.636,0.869,9,-5.289,1,0.0412,0.0378,0.0446,0.0808,0.306,143.011
2,One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",One Kiss (with Dua Lipa),7GEzhoTiqcPYkOprWQu581,7ef4DlsgrMEH11cDZd32M6,86,2018-04-06,214847,False,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,0.791,0.862,9,-3.24,0,0.11,0.037,2.19e-05,0.0814,0.592,123.994
3,We Found Love,"Rihanna, Calvin Harris",Talk That Talk,2g1EakEaW7fPTZC6vBmBCn,6qn9YLKt13AGvpq9jfO8py,84,2011-11-18,215227,False,https://open.spotify.com/track/6qn9YLKt13AGvpq9jfO8py,0.734,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.986
4,This Is What You Came For,"Calvin Harris, Rihanna",This Is What You Came For,3pEgGUv379EDinvg1TN7Kt,0azC730Exh71aQlOt9Zj3y,84,2016-04-29,222160,False,https://open.spotify.com/track/0azC730Exh71aQlOt9Zj3y,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962
5,Feel So Close - Radio Edit,Calvin Harris,18 Months,7w19PFbxAjwZ7UVNp9z0uT,1gihuPhrLraKYrJMAEONyc,82,2012-10-29,206413,False,https://open.spotify.com/track/1gihuPhrLraKYrJMAEONyc,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937
6,Summer,Calvin Harris,Motion,48zisMeiXniWLzOQghbPqS,6YUTL4dYpB9xZO5qExPf05,83,2014-10-31,222533,False,https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949
7,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",Gloria,3Uq1jNGnD412ZvCb6j2DKV,3i0FkJYlU4MFfYkjFHXXAM,75,2023-01-27,229605,False,https://open.spotify.com/track/3i0FkJYlU4MFfYkjFHXXAM,0.698,0.895,0,-4.439,1,0.0628,0.172,1.45e-05,0.409,0.838,114.914
8,Promises (with Sam Smith),"Calvin Harris, Sam Smith, Jessie Reyez",Promises (with Sam Smith),2tpWgbBdzjkaJVJzR4T8y1,5N5k9nd479b1xpDZ4usjrg,76,2018-08-17,213309,False,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07
9,By Your Side (feat. Tom Grennan),"Calvin Harris, Tom Grennan",By Your Side (feat. Tom Grennan),6Z6QdCXb3IBonAUSwLP4iB,0vR2rIVORmgeKiGIgNT0fV,73,2021-06-04,189672,False,https://open.spotify.com/track/0vR2rIVORmgeKiGIgNT0fV,0.733,0.96,7,-3.597,1,0.0295,0.0514,0.00199,0.287,0.811,124.01
10,Outside (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",Motion,48zisMeiXniWLzOQghbPqS,7MmG8p0F9N3C4AXdK6o6Eb,82,2014-10-31,227267,False,https://open.spotify.com/track/7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0,0.0394,0.213,0.0,0.322,0.418,128.035
11,How Deep Is Your Love,"Calvin Harris, Disciples",How Deep Is Your Love,3cG32DOXJoYlOHMmJIaQsm,22mek4IiqubGD9ctzxc69s,79,2015-07-17,212640,False,https://open.spotify.com/track/22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0.0731,0.0392,0.00169,0.388,0.336,122.003
12,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris, Pharrell Williams, Katy Perry, Big Sean, Funk Wav",Funk Wav Bounces Vol.1,2HaqChIDc5go3qxVunBDK0,5bcTCxgc7xVfSaMV3RuVke,77,2017-06-30,223413,True,https://open.spotify.com/track/5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,11,-3.105,0,0.0571,0.0642,0.0,0.0943,0.872,101.018
13,The Weekend - Funk Wav Remix,"SZA, Calvin Harris, Funk Wav",The Weekend (Funk Wav Remix),5enEsi887wD3qGoMCK4jLr,0P6AWOA4LG1XOctzaVu5tt,74,2017-12-15,171806,False,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,0.775,0.573,11,-4.933,1,0.0585,0.495,0.0,0.126,0.667,101.925
14,Blame (feat. John Newman),"Calvin Harris, John Newman",Motion,48zisMeiXniWLzOQghbPqS,07nH4ifBxUB4lZcsf44Brn,79,2014-10-31,212960,False,https://open.spotify.com/track/07nH4ifBxUB4lZcsf44Brn,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024
15,Sweet Nothing (feat. Florence Welch),"Calvin Harris, Florence Welch",18 Months,7w19PFbxAjwZ7UVNp9z0uT,24LS4lQShWyixJ0ZrJXfJ5,75,2012-10-29,212560,False,https://open.spotify.com/track/24LS4lQShWyixJ0ZrJXfJ5,0.573,0.929,8,-3.942,0,0.109,0.197,0.000112,0.0567,0.582,127.934
16,Slide (feat. Frank Ocean & Migos),"Calvin Harris, Frank Ocean, Migos, Funk Wav",Funk Wav Bounces Vol.1,2HaqChIDc5go3qxVunBDK0,7tr2za8SQg2CI8EDgrdtNl,75,2017-06-30,230813,True,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,0.736,0.795,1,-3.299,0,0.0545,0.498,1.21e-06,0.254,0.511,104.066
17,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",Potion (with Dua Lipa & Young Thug),1V6HksALLzO5ihpU3YVqJc,7fYRg3CEbk6rNCuzNzMT06,70,2022-05-27,214460,True,https://open.spotify.com/track/7fYRg3CEbk6rNCuzNzMT06,0.824,0.697,11,-4.869,0,0.0473,0.158,4.11e-05,0.077,0.757,99.988
18,Under Control (feat. Hurts),"Calvin Harris, Alesso, Hurts",Motion,48zisMeiXniWLzOQghbPqS,4J7CKHCF3mdL4diUsmW8lq,76,2014-10-31,184280,False,https://open.spotify.com/track/4J7CKHCF3mdL4diUsmW8lq,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094
19,Giant (with Rag'n'Bone Man),"Calvin Harris, Rag'n'Bone Man",Giant (with Rag'n'Bone Man),4PwXTHenZZx7ebgsnTM65K,5itOtNx0WxtJmi1TQ3RuRd,71,2019-01-11,229184,False,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015
20,I Need Your Love (feat. Ellie Goulding),"Calvin Harris, Ellie Goulding",18 Months,7w19PFbxAjwZ7UVNp9z0uT,05SBRd4fXgn8FX7bf8BCAE,73,2012-10-29,234507,False,https://open.spotify.com/track/05SBRd4fXgn8FX7bf8BCAE,0.695,0.869,8,-5.066,1,0.0483,0.41,0.0,0.237,0.58,124.989
21,Over Now (with The Weeknd),"Calvin Harris, The Weeknd",Over Now (with The Weeknd),3GPiefSRSOxqTrgKJIB7RL,58AGoOGbwsQMhBbH0eFLRR,69,2020-08-28,210795,True,https://open.spotify.com/track/58AGoOGbwsQMhBbH0eFLRR,0.612,0.884,4,-4.113,0,0.0454,0.0759,0.00132,0.247,0.679,178.043
22,"Stay With Me (with Justin Timberlake, Halsey, & Pharrell)","Calvin Harris, Justin Timberlake, Halsey, Pharrell Williams","Stay With Me (with Justin Timberlake, Halsey, & Pharrell)",62SWIKrov7HPXU0Jpc6LY1,5lfWrciYtohtIMVDVZd0Rf,65,2022-07-15,229283,False,https://open.spotify.com/track/5lfWrciYtohtIMVDVZd0Rf,0.81,0.733,9,-6.338,1,0.0444,0.276,6.73e-06,0.288,0.9,125.975
23,Pray to God (feat. HAIM),"Calvin Harris, HAIM",Motion,48zisMeiXniWLzOQghbPqS,75kMrDKPJJpgEQaXVh7QMB,64,2014-10-31,232227,False,https://open.spotify.com/track/75kMrDKPJJpgEQaXVh7QMB,0.606,0.949,7,-2.749,0,0.0414,0.015,2.76e-05,0.109,0.436,120.031
24,Thinking About You (feat. Ayah Marar),"Calvin Harris, Ayah Marar",18 Months,7w19PFbxAjwZ7UVNp9z0uT,1KtD0xaLAikgIt5tPbteZQ,67,2012-10-29,247933,False,https://open.spotify.com/track/1KtD0xaLAikgIt5tPbteZQ,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985
25,Dance Wiv Me - Radio Edit,"Dizzee Rascal, Calvin Harris, Chrom3",Tongue N' Cheek (Dirtee Deluxe Edition),0tbxVYstYiHpBwA7qYL1hC,6pTg4H8juKV9iSzrcVUbM3,67,2011-01-01,204093,False,https://open.spotify.com/track/6pTg4H8juKV9iSzrcVUbM3,0.878,0.746,11,-4.281,1,0.0451,0.0476,0.0,0.154,0.792,111.996
26,Obsessed (with Charlie Puth & Shenseea),"Calvin Harris, Charlie Puth, Shenseea",Funk Wav Bounces Vol. 2,49DV9eFp2xTdtO7veew5xS,0b5CzUhyShYuDdtW5J4wm2,61,2022-08-05,226497,True,https://open.spotify.com/track/0b5CzUhyShYuDdtW5J4wm2,0.733,0.74,1,-6.343,0,0.0333,0.246,3.3e-05,0.299,0.903,99.993
27,Rollin (feat. Future & Khalid),"Calvin Harris, Future, Khalid, Funk Wav",Funk Wav Bounces Vol.1,2HaqChIDc5go3qxVunBDK0,0lMbuWUpfTWhEmOKxppEau,64,2017-06-30,272653,True,https://open.spotify.com/track/0lMbuWUpfTWhEmOKxppEau,0.753,0.76,6,-4.518,0,0.0859,0.446,3.13e-05,0.182,0.657,91.953
